LANGUAGE,FOLDER,SPEAKER,FILE,WORD,WORD_TRS,WORD_START,WORD_END,PHONE,SEGMENT_TYPE,PHONE_START,PHONE_END,PHONE_ALIGNMENT,PHONE_QUALITY,COMMET
Amharic,amharic,67283_3,67283_36_194,ፈትፍተሀል,fətfɨtəhal,1.78,2.34,t,consonant,2.04,2.09,OK,NA,
Amharic,amharic,67283_3,67283_36_29,አሁን,ʔahun,0.28,0.43,a,vowel,0.31,0.34,misaligned,NA,
Amharic,amharic,67283_3,67283_36_37,ዕለት,ʔɨlət,2,2.16,t,consonant,2.13,2.16,misaligned,NA,
Amharic,amharic,67283_3,67283_36_67,እንትኑ,ʔɨntɨnu,1.51,1.74,ɨ,vowel,1.63,1.66,misaligned,NA,
Amharic,amharic,67283_3,67283_36_67,እኛ,ʔɨa,2.73,2.98,ɨ,vowel,2.81,2.84,OK,NA,
Amharic,amharic,67283_3,67283_36_71,ሊቀር,likʼər,10.57,10.89,i,vowel,10.6,10.68,OK,NA,
Amharic,amharic,67283_3,67283_36_8,ነበር,nəbbər,0.89,1.18,ə,vowel,0.93,0.99,OK,NA,
Amharic,amharic,67283_3,67283_36_86,እየጠበቅን,ʔɨjətʼəbbəkʼɨn,2.5,3.02,ə,vowel,2.62,2.67,OK,NA,
Amharic,amharic,67283_3,67283_36_88,ትናንትና,tɨnantɨna,1.52,2.01,n,consonant,1.61,1.65,misaligned,NA,whole word is misaligned & should be aligned later; so is /n/ then  
Amharic,amharic,67283_3,67283_36_94,ሰጪ,sət͡ʃʼi,3.46,3.73,t͡ʃʼ,consonant,3.61,3.7,OK,NA,
Amharic,amharic,67659_3,67659_39_111,ነግሬው,nəɡɨrrew,1.63,2.11,r,consonant,1.88,1.91,OK,NA,
Amharic,amharic,67659_3,67659_39_111,በስመ,bəsmə,3.38,3.74,ə,vowel,3.43,3.51,OK,NA,
Amharic,amharic,67659_3,67659_39_111,ጋሸን,ɡaʃʃən,7.45,7.85,ə,vowel,7.73,7.79,OK,NA,
Amharic,amharic,67659_3,67659_39_111,ሁሉ,hullu,7.85,8,u,vowel,7.97,8,misaligned,NA,
Amharic,amharic,67659_3,67659_39_170,ያኛው,jaaw,5.02,5.35,a,vowel,5.29,5.32,OK,NA,hard to tell w/ following /w/ and transition into next word 
Amharic,amharic,67659_3,67659_39_18,ምንም,mɨnɨmm,2.87,3.15,m,consonant,3.04,3.1,OK,NA,
Amharic,amharic,67659_3,67659_39_18,አንቺ,ʔant͡ʃi,3.8,4.06,t͡ʃ,consonant,3.95,4.02,OK,NA,
Amharic,amharic,67659_3,67659_39_18,ቦጋለ,boɡɡalə,6.13,6.53,ɡ,consonant,6.32,6.35,OK,NA,
Amharic,amharic,67659_3,67659_39_18,ቦጋለ,boɡɡalə,6.13,6.53,ə,vowel,6.47,6.53,OK,NA,
Amharic,amharic,67659_3,67659_39_185,ሆነበት,honəbbət,5.38,5.77,o,vowel,5.41,5.49,OK,NA,
Amharic,amharic,67659_3,67659_39_19,ካልተገናኘን,kaltəɡənaən,4.2,4.77,a,vowel,4.23,4.29,OK,NA,
Amharic,amharic,67659_3,67659_39_42,አንሄድም,ʔanhedɨmm,3.68,4.25,n,consonant,3.79,3.87,OK,NA,
Amharic,amharic,67659_3,67659_39_43,ነው,nəw,2,2.11,ə,vowel,2.03,2.06,misaligned,NA,should extend but hard to tell b/c following /w/ 
Amharic,amharic,67659_3,67659_39_43,ደግሞ,dəɡmo,2.11,2.37,o,vowel,2.34,2.37,misaligned,NA,should extend 
Amharic,amharic,67659_3,67659_39_75,ልደውልልሽ,lɨdəwwɨlɨllɨʃ,3.02,3.72,d,consonant,3.18,3.23,OK,NA,
Amharic,amharic,67659_3,67659_39_75,የምለው,jəmmɨləw,6.11,6.44,m,consonant,6.17,6.2,misaligned,NA,should begin earlier 
Amharic,amharic,67659_3,67659_39_77,ጥሩ,tʼɨru,5.85,6.1,u,vowel,6.05,6.1,OK,NA,
Amharic,amharic,67659_3,67659_39_9,ወጥቻለሁ,wətʼɨt͡ʃt͡ʃalləhu,1.92,2.67,tʼ,consonant,2.04,2.11,OK,NA,
Amharic,amharic,67659_3,67659_39_9,አይሰማም,ʔajɨssəmmamm,7.79,8.4,j,consonant,7.88,7.91,OK,NA,
Amharic,amharic,67659_3,67659_39_96,ምን,mɨn,5.93,6.02,m,consonant,5.93,5.96,misaligned,NA,
Amharic,amharic,70452_2,70452_22_130,በቃ,bəkʼkʼa,2.16,2.41,ə,vowel,2.2,2.24,OK,NA,could extend further but minimal so marked ok 
Amharic,amharic,70452_2,70452_22_130,ሁላ,hulla,4.92,5.13,a,vowel,5.05,5.13,OK,NA,
Amharic,amharic,70452_2,70452_22_132,ከእዛማ,kəʔɨzzamma,1.61,2.22,m,consonant,2.11,2.18,misaligned,NA,seems like just white noise? 
Amharic,amharic,70452_2,70452_22_140,ዲፓርትመንቱ,dipartɨməntu,3.26,3.87,ɨ,vowel,3.66,3.69,OK,NA,
Amharic,amharic,70452_2,70452_22_140,አካውንቲንግ,ʔakkawɨntinɡ,3.87,4.32,k,consonant,3.96,4.02,OK,NA,
Amharic,amharic,70452_2,70452_22_140,እንደሚያስጠላ,ʔɨndəmmijastʼəlla,13.98,14.81,ɨ,vowel,14.01,14.04,OK,NA,
Amharic,amharic,70452_2,70452_22_144,አለኝ,ʔaləɲɲ,2.62,2.93,ə,vowel,2.84,2.87,misaligned,NA,should extend
Amharic,amharic,70452_2,70452_22_144,ምናምን,mɨnamɨn,2.93,3.34,n,consonant,3.31,3.34,misaligned,NA,should begin alignment earlier
Amharic,amharic,70452_2,70452_22_146,ውል,wɨl,1.37,1.55,w,consonant,1.37,1.46,OK,NA,
Amharic,amharic,70452_2,70452_22_146,ማለት,malət,3.66,3.88,t,consonant,3.85,3.88,misaligned,NA,
Amharic,amharic,70452_2,70452_22_169,ማንም,mannɨmm,5,5.58,n,consonant,5.27,5.47,misaligned,NA,other stuff contained within alignment 
Amharic,amharic,70452_2,70452_22_170,የለም,jələm,2.07,2.28,m,consonant,2.22,2.28,misaligned,NA,
Amharic,amharic,70452_2,70452_22_24,የጀመርኩት,jəd͡ʒəmmərkut,1.87,2.38,ə,vowel,2.15,2.19,OK,NA,
Amharic,amharic,70452_2,70452_22_32,ሰላም,səlam,0.55,1.01,ə,vowel,0.63,0.78,OK,NA,
Amharic,amharic,70452_2,70452_22_32,ምነው,mɨnnəw,1.21,1.63,w,consonant,1.5,1.63,OK,NA,should maybe begin alignment a bit later? probably minimal so marked ok but hard to tell b/c of transition from preceding V 
Amharic,amharic,70452_2,70452_22_4,የእኔ,jəʔɨne,6.06,6.31,ʔ,consonant,6.13,6.16,misaligned,NA,
Amharic,amharic,70452_2,70452_22_58,እያመመኝ,ʔɨjjamməməɲɲ,0.78,1.54,ɨ,vowel,0.82,0.92,OK,NA,
Amharic,amharic,70452_2,70452_22_58,የዊዝድሮውን,jəwizdɨrowɨn,3.17,3.82,r,consonant,3.59,3.64,misaligned,NA,appears not present
Amharic,amharic,70452_2,70452_22_60,ደግሞ,dəɡmo,2.02,2.22,ə,vowel,2.06,2.12,misaligned,NA,should extend
Amharic,amharic,70452_2,70452_22_84,በጣም,bətʼam,1.1,1.43,ə,vowel,1.15,1.22,OK,NA,
Amharic,amharic,71404_4,71404_4_105,እነግረዋለሁኝ,ʔɨnəɡrəwalləhuɲ,1.03,1.86,ə,vowel,1.35,1.38,OK,NA,
Amharic,amharic,71404_4,71404_4_113,ልጅ,lɨd͡ʒ,1.22,1.38,ɨ,vowel,1.27,1.31,misaligned,NA,all sounds very off? 
Amharic,amharic,71404_4,71404_4_113,አለችው,ʔallət͡ʃt͡ʃɨw,2.58,2.97,t͡ʃ,consonant,2.82,2.91,OK,NA,
Amharic,amharic,71404_4,71404_4_117,እየማለ,ʔɨjjəmalə,4.28,4.82,a,vowel,4.66,4.75,OK,NA,
Amharic,amharic,71404_4,71404_4_121,አላውቅም,ʔalawkʼɨmm,9.91,10.31,ʔ,consonant,9.91,9.94,misaligned,NA,can't detect it 
Amharic,amharic,71404_4,71404_4_129,ማለት,malət,1.49,1.82,t,consonant,1.74,1.82,misaligned,NA,
Amharic,amharic,71404_4,71404_4_145,እራሱ,ʔɨrasu,1.21,1.5,r,consonant,1.27,1.3,OK,NA,
Amharic,amharic,71404_4,71404_4_149,የምችል,jəmmɨt͡ʃt͡ʃɨl,6.19,6.83,l,consonant,6.79,6.83,OK,NA,
Amharic,amharic,71404_4,71404_4_161,ደወልሽ,dəwwəlʃ,0.51,0.96,w,consonant,0.62,0.7,OK,NA,should begin a bit later but minimal so marked ok 
Amharic,amharic,71404_4,71404_4_161,ለሂዊ,ləhiwwi,0.96,1.59,h,consonant,1.13,1.16,misaligned,NA,can't detect
Amharic,amharic,71404_4,71404_4_18,አስር,ʔassɨr,0.94,1.28,ɨ,vowel,1.2,1.25,OK,NA,
Amharic,amharic,71404_4,71404_4_54,ረጅም,rəd͡ʒd͡ʒɨm,0.43,0.79,d͡ʒ,consonant,0.58,0.69,OK,NA,
Amharic,amharic,71404_4,71404_4_54,አየነው,ʔajjənəw,3.24,3.69,ə,vowel,3.58,3.61,misaligned,NA,should extend
Amharic,amharic,71404_4,71404_4_56,ሊያወራኝ,lijawəraɲɲ,10.91,11.42,ə,vowel,11.11,11.14,misaligned,NA,
Amharic,amharic,71404_4,71404_4_77,ጎንበስ,ɡonbəss,0.15,0.54,ə,vowel,0.39,0.43,OK,NA,
Amharic,amharic,71404_4,71404_4_79,የማዝነው,jəmmaznəw,3.15,3.65,ə,vowel,3.18,3.21,misaligned,NA,should begin earlier (where /j/ is aligned)
Amharic,amharic,71404_4,71404_4_81,ምናምን,mɨnamɨn,6.77,7.08,a,vowel,6.89,6.96,OK,NA,
Amharic,amharic,71404_4,71404_4_81,ስንገናኝ,sɨnnɨɡɡənaɲɲ,10.68,11.09,ɨ,vowel,10.8,10.83,misaligned,NA,
Amharic,amharic,71404_4,71404_4_87,ሲያወራልኝ,sijawərallɨɲɲ,3.4,3.87,l,consonant,3.75,3.78,OK,NA,
Amharic,amharic,71404_4,71404_4_94,ደስ,dəss,1.44,1.69,s,consonant,1.58,1.69,OK,NA,
Amharic,amharic,75993_3,75993_33_109,መንገዱማ,mənɡədumma,0.75,1.49,n,consonant,0.92,0.99,OK,NA,
Amharic,amharic,75993_3,75993_33_109,ምንድን,mɨndɨn,7.22,7.48,ɨ,vowel,7.41,7.45,OK,NA,
Amharic,amharic,75993_3,75993_33_109,አሰራራቸው,ʔassərarat͡ʃt͡ʃəw,9.11,9.95,ə,vowel,9.43,9.49,OK,NA,
Amharic,amharic,75993_3,75993_33_124,እሚገርምህ,ʔɨmmiɡərmɨh,0.5,0.99,h,consonant,0.93,0.99,misaligned,NA,
Amharic,amharic,75993_3,75993_33_124,ደውሎ,dəwwɨlo,1.77,2.65,l,consonant,2.06,2.1,OK,NA,
Amharic,amharic,75993_3,75993_33_145,እኮ,ʔɨkko,5.84,6.11,ɨ,vowel,5.87,5.9,misaligned,NA,
Amharic,amharic,75993_3,75993_33_150,የልማት,jəlɨmat,4.45,4.82,ə,vowel,4.48,4.51,misaligned,NA,
Amharic,amharic,75993_3,75993_33_150,ነበር,nəbbər,8.22,8.84,ə,vowel,8.52,8.61,OK,NA,
Amharic,amharic,75993_3,75993_33_155,መንገድ,mənɡəd,3.2,3.44,ə,vowel,3.23,3.28,OK,NA,
Amharic,amharic,75993_3,75993_33_26,ይቆራረጣል,jɨkʼkʼorarrətʼal,0.4,1.01,r,consonant,0.72,0.75,misaligned,NA,not really able to detect
Amharic,amharic,75993_3,75993_33_55,አሁን,ʔahun,3.6,3.91,h,consonant,3.77,3.83,misaligned,NA,
Amharic,amharic,75993_3,75993_33_55,አሁን,ʔahun,3.6,3.91,n,consonant,3.87,3.91,OK,NA,
Amharic,amharic,75993_3,75993_33_55,የሚያስተካክሉት,jəmmijastəkakkɨlut,10.72,11.42,m,consonant,10.78,10.84,OK,NA,
Amharic,amharic,75993_3,75993_33_58,ምን,mɨn,7.23,7.44,n,consonant,7.38,7.44,OK,NA,
Amharic,amharic,75993_3,75993_33_59,ይሄ,jɨhe,0.89,1.01,e,vowel,0.98,1.01,misaligned,NA,
Amharic,amharic,75993_3,75993_33_60,እንግዲህ,ʔɨnɡɨdih,2.27,2.57,i,vowel,2.51,2.54,OK,NA,
Amharic,amharic,75993_3,75993_33_60,ነው,nəw,3.79,3.89,ə,vowel,3.83,3.86,OK,NA,
Amharic,amharic,75993_3,75993_33_60,እሚስተካከል,ʔɨmmistəkakkəl,5.48,6.42,ə,vowel,6.32,6.37,OK,NA,
Amharic,amharic,75993_3,75993_33_91,ፈጥሮብኛል,fətʼrobbɨal,13.38,13.97,b,consonant,13.71,13.75,OK,NA,
Amharic,amharic,75993_3,75993_33_93,ተነጋግሮ,tənəɡaɡro,0.77,1.19,ɡ,consonant,0.97,1.02,OK,NA,
Amharic,amharic,77139_1,77139_19_100,እኮ,ʔɨkko,3.71,3.86,ʔ,consonant,3.71,3.74,misaligned,NA,
Amharic,amharic,77139_1,77139_19_112,አብሯችሁ,ʔaat͡ʃt͡ʃɨhu,0.81,1.31,a,vowel,1.12,1.16,misaligned,NA,should beg earlier and extend 
Amharic,amharic,77139_1,77139_19_114,እያደረገ,ʔɨjjadərrəɡə,1.37,1.83,ə,vowel,1.79,1.83,OK,NA,should extend a bit but minimal 
Amharic,amharic,77139_1,77139_19_149,የደወልኩት,jədəwwəlkut,1.09,1.54,u,vowel,1.43,1.46,misaligned,NA,
Amharic,amharic,77139_1,77139_19_159,ሁሉም,hullum,2.22,2.56,h,consonant,2.22,2.26,misaligned,NA,doesn't appear present
Amharic,amharic,77139_1,77139_19_161,በቤቱ,bəbetu,9.31,9.64,b,consonant,9.31,9.36,OK,NA,
Amharic,amharic,77139_1,77139_19_175,እኮ,ʔɨkko,1.82,2.06,ʔ,consonant,1.82,1.85,misaligned,NA,
Amharic,amharic,77139_1,77139_19_189,ያልከኝ,jalkəɲɲ,2.99,3.22,ə,vowel,3.12,3.16,misaligned,NA,should extend 
Amharic,amharic,77139_1,77139_19_193,ነበራ,nəbbəra,2.19,2.57,a,vowel,2.46,2.57,OK,NA,
Amharic,amharic,77139_1,77139_19_197,በቃ,bəkʼkʼa,0.22,0.57,b,consonant,0.22,0.27,OK,NA,
Amharic,amharic,77139_1,77139_19_197,ስልክም,sɨlkɨmm,6.6,6.99,s,consonant,6.6,6.73,OK,NA,should begin a bit later; minor
Amharic,amharic,77139_1,77139_19_24,አይደል,ʔajdəll,8.97,9.26,ə,vowel,9.15,9.2,OK,NA,
Amharic,amharic,77139_1,77139_19_25,ነበር,nəbbər,9.53,9.83,n,consonant,9.53,9.57,OK,NA,
Amharic,amharic,77139_1,77139_19_32,ነው,nəw,1.99,2.08,ə,vowel,2.02,2.05,misaligned,NA,
Amharic,amharic,77139_1,77139_19_45,ብቅ,bɨkʼkʼ,2.52,2.75,ɨ,vowel,2.59,2.62,OK,NA,
Amharic,amharic,77139_1,77139_19_55,ከመጠበቅ,kəmətʼtʼəbəkʼ,1.79,2.34,tʼ,consonant,2.03,2.06,OK,NA,
Amharic,amharic,77139_1,77139_19_63,አይፈጥርም,ʔajfətʼrɨmm,2.14,2.59,ɨ,vowel,2.49,2.52,OK,NA,
Amharic,amharic,77139_1,77139_19_81,እዛው,ʔɨzzaw,1.01,1.33,w,consonant,1.26,1.33,OK,NA,should begin slightly later; minimal so marked ok 
Amharic,amharic,77139_1,77139_19_86,ደህና,dəhna,1.59,2.27,a,vowel,2.14,2.27,OK,NA,
Amharic,amharic,77139_1,77139_19_9,እንደ,ʔɨndə,1.99,2.17,n,consonant,2.05,2.08,misaligned,NA,
Amharic,amharic,80069_3,80069_31_101,ምንም,mɨnɨmm,0.14,0.46,n,consonant,0.25,0.34,OK,NA,
Amharic,amharic,80069_3,80069_31_104,ሌላ,lela,5.59,5.85,l,consonant,5.74,5.77,OK,NA,
Amharic,amharic,80069_3,80069_31_106,በቃ,bəkʼkʼa,2.81,3.09,b,consonant,2.81,2.86,misaligned,NA,doesn't appear present
Amharic,amharic,80069_3,80069_31_116,ቢኖርህ,binorɨh,7.77,8.08,i,vowel,7.8,7.87,OK,NA,"""could begin slightly earlier where /b/ is aligned but minimal """
Amharic,amharic,80069_3,80069_31_116,ጊዜ,ɡize,8.76,9.03,ɡ,consonant,8.76,8.79,OK,NA,
Amharic,amharic,80069_3,80069_31_126,እስኪጦሩህ,ʔɨskitʼoruh,4.97,5.46,k,consonant,5.08,5.15,OK,NA,
Amharic,amharic,80069_3,80069_31_136,እሺ,ʔɨʃʃi,0.71,0.97,ʔ,consonant,0.71,0.74,misaligned,NA,can't detect phone
Amharic,amharic,80069_3,80069_31_24,አዎ,ʔawo,0.11,0.47,a,vowel,0.18,0.25,misaligned,NA,should probably extend a bit 
Amharic,amharic,80069_3,80069_31_28,አቶ,ʔatto,0.48,0.72,a,vowel,0.51,0.57,OK,NA,
Amharic,amharic,80069_3,80069_31_28,አግኝቷል,ʔaɡɨɨal,1.83,2.4,a,vowel,1.88,1.93,OK,NA,
Amharic,amharic,80069_3,80069_31_28,ቦታም,botamm,5.8,6.13,t,consonant,5.94,6,OK,NA,
Amharic,amharic,80069_3,80069_31_34,ያው,jaw,0.61,0.99,a,vowel,0.71,0.78,OK,NA,
Amharic,amharic,80069_3,80069_31_34,በወጣትነት,bəwətʼtʼatɨnnət,1.03,1.82,b,consonant,1.03,1.1,OK,NA,
Amharic,amharic,80069_3,80069_31_41,አሁን,ʔahun,2.61,2.8,a,vowel,2.64,2.67,OK,NA,
Amharic,amharic,80069_3,80069_31_45,ከተጨመረበት,kəttət͡ʃʼəmmərəbbət,1.64,2.79,ə,vowel,2.5,2.54,OK,NA,"""could extend a bit minimal """
Amharic,amharic,80069_3,80069_31_51,ይመስገን,jɨmməsɡən,1.28,1.81,ɨ,vowel,1.31,1.34,OK,NA,
Amharic,amharic,80069_3,80069_31_61,አሁን,ʔahun,0.77,1.06,u,vowel,0.95,1.02,OK,NA,
Amharic,amharic,80069_3,80069_31_81,ተጠቅመን,tətʼəkʼmən,8.48,9.03,t,consonant,8.48,8.56,OK,NA,
Amharic,amharic,80069_3,80069_31_81,የድሮው,jədɨrow,13.28,13.98,ɨ,vowel,13.48,13.51,OK,NA,
Amharic,amharic,80069_3,80069_31_91,ያክልማ,jakkɨlɨmma,3.01,3.34,l,consonant,3.19,3.22,misaligned,NA,
Amharic,amharic,81671_2,81671_20_100,ምንም,mɨnɨmm,0.12,0.44,ɨ,vowel,0.35,0.38,OK,NA,could extend a bit; minimal 
Amharic,amharic,81671_2,81671_20_132,ትችላለህ,tɨt͡ʃlalləh,2.34,3.08,a,vowel,2.59,2.69,OK,NA,
Amharic,amharic,81671_2,81671_20_132,ፐርሰንት,pərsənt,4.25,4.56,ə,vowel,4.29,4.32,OK,NA,
Amharic,amharic,81671_2,81671_20_134,ከእዛ,kəʔɨzza,1.43,1.83,z,consonant,1.61,1.66,OK,NA,
Amharic,amharic,81671_2,81671_20_134,ደግሞ,dəɡmo,1.83,2.14,ɡ,consonant,1.95,1.98,OK,NA,
Amharic,amharic,81671_2,81671_20_134,የጣሉባችሁን,jətʼalubbat͡ʃt͡ʃɨhun,6.05,6.91,a,vowel,6.23,6.33,OK,NA,
Amharic,amharic,81671_2,81671_20_146,እኮ,ʔɨkko,1.71,2.14,k,consonant,1.8,1.89,OK,NA,
Amharic,amharic,81671_2,81671_20_167,ሥራ,sɨra,2.61,2.82,a,vowel,2.76,2.82,OK,NA,
Amharic,amharic,81671_2,81671_20_167,መጀመር,məd͡ʒd͡ʒəmər,2.82,3.3,ə,vowel,2.87,2.9,OK,NA,could extend a bit more; minimal 
Amharic,amharic,81671_2,81671_20_173,ለአንተ,ləʔantə,0.12,0.46,l,consonant,0.12,0.19,OK,NA,
Amharic,amharic,81671_2,81671_20_201,ዘገዩ,zəɡəjju,3.48,3.91,j,consonant,3.79,3.88,OK,NA,
Amharic,amharic,81671_2,81671_20_203,ነበረ,nəbbərə,3.55,3.98,ə,vowel,3.88,3.98,OK,NA,
Amharic,amharic,81671_2,81671_20_205,ሄደው,hedəw,2.62,2.87,h,consonant,2.62,2.7,OK,NA,
Amharic,amharic,81671_2,81671_20_213,እሚደብረው,ʔɨmmidəbbɨrəw,1.64,2.16,ɨ,vowel,1.67,1.7,OK,NA,
Amharic,amharic,81671_2,81671_20_215,አመለካከት,ʔammələkakət,1.2,1.88,l,consonant,1.44,1.47,OK,NA,
Amharic,amharic,81671_2,81671_20_32,ምናምን,mɨnamɨn,1.1,1.34,n,consonant,1.31,1.34,misaligned,NA,
Amharic,amharic,81671_2,81671_20_32,እኛ,ʔɨa,2.16,2.33,ʔ,consonant,2.16,2.19,misaligned,NA,can't detect/tell apart from V
Amharic,amharic,81671_2,81671_20_46,እንዳይፈጠር,ʔɨndajfətʼtʼər,0.96,1.48,j,consonant,1.17,1.22,misaligned,NA,wrong word i think 
Amharic,amharic,81671_2,81671_20_66,ነች,nət͡ʃt͡ʃ,1.78,2.13,ə,vowel,1.81,1.84,OK,NA,
Amharic,amharic,81671_2,81671_20_70,ታውቃለህ,tawkʼalləh,1.49,1.89,ə,vowel,1.83,1.86,OK,NA,
Amharic,amharic,82496_1,82496_16_102,እጮኛ,ʔɨt͡ʃʼt͡ʃʼoa,0.44,1,t͡ʃʼ,consonant,0.73,0.8,OK,NA,
Amharic,amharic,82496_1,82496_16_140,ወድያ,wədja,3.34,3.67,ə,vowel,3.38,3.42,OK,NA,segment is pretty well aligned but something is off about the rest of the word 
Amharic,amharic,82496_1,82496_16_144,ከሆነ,kəhonə,3.49,4.15,h,consonant,3.58,3.62,misaligned,NA,can't detect
Amharic,amharic,82496_1,82496_16_148,የክርስትና,jəkɨrɨstɨnna,0.13,0.68,k,consonant,0.28,0.36,OK,NA,
Amharic,amharic,82496_1,82496_16_166,እንደ,ʔɨndə,1.58,1.87,n,consonant,1.64,1.69,OK,NA,
Amharic,amharic,82496_1,82496_16_18,እስክታመጣልኝ,ʔɨskɨttamətʼallɨɲɲ,2.45,3.26,l,consonant,3.14,3.17,OK,NA,
Amharic,amharic,82496_1,82496_16_196,የማደርገው,jəmmadərɡəw,3.85,4.37,j,consonant,3.85,3.88,misaligned,NA,not present 
Amharic,amharic,82496_1,82496_16_20,ሁለት,hulətt,1.02,1.31,h,consonant,1.02,1.09,OK,NA,
Amharic,amharic,82496_1,82496_16_204,በቆርቆሮ,bəkʼorkʼorro,6.63,7.17,o,vowel,6.97,7.02,OK,NA,
Amharic,amharic,82496_1,82496_16_206,እሱንም,ʔɨssunɨmm,2.03,2.41,u,vowel,2.26,2.29,misaligned,NA,should extend
Amharic,amharic,82496_1,82496_16_206,እያልኩ,ʔɨjalku,2.92,3.28,a,vowel,3.03,3.08,OK,NA,
Amharic,amharic,82496_1,82496_16_208,አዎ,ʔawo,0.13,0.4,a,vowel,0.19,0.24,misaligned,NA,
Amharic,amharic,82496_1,82496_16_208,እሸጠዋለሁ,ʔɨʃətʼəwalləhu,0.73,1.27,u,vowel,1.24,1.27,misaligned,NA,should beg sooner 
Amharic,amharic,82496_1,82496_16_22,ነው,nəw,1.51,1.61,ə,vowel,1.55,1.58,OK,NA,
Amharic,amharic,82496_1,82496_16_44,የማስበው,jəmmassɨbəw,1.19,1.73,ə,vowel,1.22,1.25,misaligned,NA,should be aligned earlier 
Amharic,amharic,82496_1,82496_16_60,ተቀጥሬ,təkʼətʼɨrre,4.46,4.92,ɨ,vowel,4.8,4.83,OK,NA,
Amharic,amharic,82496_1,82496_16_60,ጭቅጭቅ,t͡ʃʼɨkʼɨt͡ʃʼt͡ʃʼɨkʼ,5.45,5.91,t͡ʃʼ,consonant,5.45,5.56,OK,NA,
Amharic,amharic,82496_1,82496_16_72,ነው,nəw,0.83,0.93,ə,vowel,0.87,0.9,misaligned,NA,
Amharic,amharic,82496_1,82496_16_80,ቀላል,kʼəllal,2.76,3.13,kʼ,consonant,2.76,2.86,OK,NA,
Amharic,amharic,82496_1,82496_16_86,ትምህርትዋን,tɨmhɨrɨtwan,2.06,2.57,n,consonant,2.47,2.57,OK,NA,
Amharic,amharic,82626_2,82626_26_102,ግን,ɡɨn,3.16,3.33,ɡ,consonant,3.16,3.2,OK,NA,
Amharic,amharic,82626_2,82626_26_111,ሌላ,lela,2.25,2.43,e,vowel,2.28,2.35,OK,NA,
Amharic,amharic,82626_2,82626_26_16,ደህና,dəhna,0.54,0.8,d,consonant,0.54,0.6,OK,NA,could begin slightly later but minimal 
Amharic,amharic,82626_2,82626_26_18,አለፈ,ʔalləfə,2.56,3.06,ə,vowel,2.77,2.84,OK,NA,
Amharic,amharic,82626_2,82626_26_24,አባትዬው,ʔabbatɨjjew,3.33,4.02,ɨ,vowel,3.73,3.77,OK,NA,
Amharic,amharic,82626_2,82626_26_29,አንተ,ʔantə,8.98,9.51,n,consonant,9.04,9.09,OK,NA,
Amharic,amharic,82626_2,82626_26_37,የሆነ,jəhonə,7.66,7.9,h,consonant,7.72,7.75,misaligned,NA,
Amharic,amharic,82626_2,82626_26_41,ትማራለህ,tɨmmaralləh,4.52,5.13,m,consonant,4.66,4.73,OK,NA,
Amharic,amharic,82626_2,82626_26_44,አልጨረስክም,ʔalt͡ʃʼərrəskɨm,4.36,4.97,t͡ʃʼ,consonant,4.54,4.62,OK,NA,
Amharic,amharic,82626_2,82626_26_48,ትጀምራለህ,tɨd͡ʒəmmɨralləh,4.85,5.63,ɨ,vowel,4.96,5,OK,NA,
Amharic,amharic,82626_2,82626_26_6,ጭንቅላትህ,t͡ʃʼɨnkʼɨllatɨh,9.32,9.85,ɨ,vowel,9.41,9.45,OK,NA,
Amharic,amharic,82626_2,82626_26_61,እስከምትል,ʔɨskəmmɨttɨl,1.72,2.41,ɨ,vowel,1.75,1.78,misaligned,NA,
Amharic,amharic,82626_2,82626_26_66,ረድተሀል,rədtəhal,8.82,9.32,ə,vowel,8.85,8.94,OK,NA,
Amharic,amharic,82626_2,82626_26_72,ኧረ,ʔərə,1.1,1.37,ə,vowel,1.25,1.28,misaligned,NA,should begin sooner 
Amharic,amharic,82626_2,82626_26_74,ላይ,lajɨ,4.39,4.56,l,consonant,4.39,4.42,OK,NA,
Amharic,amharic,82626_2,82626_26_83,የማወራህ,jəmmawərah,1.87,2.32,ə,vowel,2.09,2.12,misaligned,NA,
Amharic,amharic,82626_2,82626_26_83,መቼ,mət͡ʃe,3.19,3.42,ə,vowel,3.22,3.29,OK,NA,
Amharic,amharic,82626_2,82626_26_86,ብቻህን,bɨt͡ʃt͡ʃahɨn,4.41,4.82,t͡ʃ,consonant,4.49,4.54,OK,NA,
Amharic,amharic,82626_2,82626_26_98,እኮ,ʔɨkko,5.03,5.23,ʔ,consonant,5.03,5.07,misaligned,NA,can't detect it 
Amharic,amharic,82626_2,82626_26_98,ጨርሰሀል,t͡ʃʼərrɨsəhal,9.82,10.54,l,consonant,10.39,10.54,OK,NA,
Amharic,amharic,86715_1,86715_15_106,ነገሮችን,nəɡərot͡ʃt͡ʃɨn,3.9,4.42,o,vowel,4.11,4.15,OK,NA,could extend a little more; minimal 
Amharic,amharic,86715_1,86715_15_114,ትገናኛለህ,tɨɡɡənaalləh,3.81,4.46,l,consonant,4.36,4.4,OK,NA,
Amharic,amharic,86715_1,86715_15_114,ያው,jaw,4.75,4.89,w,consonant,4.81,4.89,OK,NA,
Amharic,amharic,86715_1,86715_15_114,ያገኘሁህ,jaɡəəhuh,7.84,8.26,ɡ,consonant,7.91,7.97,OK,NA,
Amharic,amharic,86715_1,86715_15_124,ይኸው,jɨhəw,2.35,2.5,ə,vowel,2.44,2.47,misaligned,NA,
