vowel_length_contrast,language,phone_dur_uttr,model,syll_pos,derivative_cs,derivative_cl,eff_size,phone_dur_cs,phone_dur_cl,derivative_nc,phone_dur_nc
restricted,Ruuli,0.0696545454545437,vln_mod_mono_full,nonfinal,1.273481154255407,1.3800322971051493,0.10655114284974232,0.06778990672296814,0.10826647704367232,NA,NA
unrestricted,Beja,0.07982608695652167,vln_mod_mono_full,nonfinal,1.0335700821633154,1.1344458126916201,0.10087573052830479,0.07346032477343875,0.12257141590599827,NA,NA
unrestricted,Arapaho,0.08819999999999709,vln_mod_mono_full,final,0.9261940046125794,1.0225965381218671,0.09640253350928774,0.09259812892547187,0.14808842615946813,NA,NA
unrestricted,Dolgan,0.07919444444444441,vln_mod_mono_full,nonfinal,1.065208255914385,1.1600457755767124,0.09483751966232745,0.07104570419002158,0.11965532773028671,NA,NA
unrestricted,Resigaro,0.09364285714285696,vln_mod_mono_full,final,1.0064709398811544,1.0956603152920685,0.0891893754109141,0.08546852986234715,0.14505883801042976,NA,NA
unrestricted,Bora,0.08342857142856917,vln_mod_mono_full,final,1.0116328075122638,1.0980754730880449,0.08644266557578106,0.0763363533488816,0.12824090421599818,NA,NA
unrestricted,Movima,0.07758620689654977,vln_mod_mono_full,final,1.1136712624941758,1.1981085641314948,0.084437301637319,0.07759846277509104,0.12491203747533902,NA,NA
unrestricted,Dolgan,0.07919444444444441,vln_mod_mono_full,final,1.089623286149699,1.1720360930040918,0.08241280685439278,0.07468440641314221,0.12329402995340737,NA,NA
unrestricted,Beja,0.07982608695652167,vln_mod_mono_full,final,1.078996748589578,1.159254742647331,0.08025799405775302,0.07715079633570963,0.12626188746826916,NA,NA
unrestricted,Fanbyak,0.0784722222222223,vln_mod_mono_full,nonfinal,1.1159367348518856,1.190489754582913,0.07455301973102735,0.08019403394702523,0.12822519707365715,NA,NA
unrestricted,Fanbyak,0.0784722222222223,vln_mod_mono_full,final,1.1125240148945892,1.1862870504755207,0.07376303558093156,0.0837894754370247,0.13182063856365664,NA,NA
unrestricted,Movima,0.07758620689654977,vln_mod_mono_full,nonfinal,1.1520018893955708,1.2239762285410904,0.07197433914551965,0.07403077209087687,0.12134434679112481,NA,NA
unrestricted,Evenki,0.081155172413793,vln_mod_mono_full,nonfinal,1.0906579321834364,1.1615513779719144,0.070893445788478,0.06970772245315886,0.11986161911702296,NA,NA
unrestricted,Svan,0.07960784313725494,vln_mod_mono_full,nonfinal,1.1065408064756532,1.1727855312493318,0.0662447247736786,0.08647401451589147,0.13541229122830462,NA,NA
unrestricted,Svan,0.07960784313725494,vln_mod_mono_full,final,1.136586839688647,1.1905109152792193,0.05392407559057233,0.09014519623890187,0.13908347295131504,NA,NA
unrestricted,Evenki,0.081155172413793,vln_mod_mono_full,final,1.1750325512913662,1.2095169926062965,0.034484441314930336,0.0735449820188339,0.12369887868269806,NA,NA
restricted,Mojeno_Trinitario,0.0928888888888894,vln_mod_mono_full,nonfinal,1.2584004645193048,1.238682584704387,-0.019717879814917794,0.08996293545038188,0.14897040002291445,NA,NA
none,Yali,0.05786206896551715,vln_mod_mono_full,nonfinal,NA,NA,NA,NA,NA,1.3745469561854406,0.05840430581119879
none,Urum,0.0753921568627451,vln_mod_mono_full,nonfinal,NA,NA,NA,NA,NA,1.3429602849157618,0.08149394553048073
